Invoice_ID,Supplier_ID,Invoice_Amount,Invoice_Date,Due_Date,Payment_Date,Status,Paid_Amount,Outstanding,Unnamed: 9,Name,ABN,Country,Service_Category,Supplier_Type,Terms (Days),Contact_Name,Contact_Email,Duplicate_ABN,Duplicate_Invoice,High_Amount,Risk_Score,Payment_Status,Paid_Late_Flag,Paid_OnTime_Flag,Pending_Flag,Unpaid_NoDue_Flag,Unpaid_LatePayNow_Flag,Unpaid_TodayPayNow_Flag,Unpaid_HighPriority_Flag,Unpaid_Priority_Flag,Unpaid_Flag
299,20,3815.6,2025-02-18,2025-03-20,2025-02-26,On Time,"$3,815.60",$0.00,,Terry-Spencer,36629946804,AU,Paints and Coatings,Supplier Company,30,Jeffrey Carpenter,steven73@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
300,65,7772.76,2025-02-18,2025-03-20,2025-03-07,On Time,"$7,772.76",$0.00,,Jones Inc,88805929622,AU,Irrigation Systems,Supplier Company,30,Michael Weber,jenniferwilliams@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
301,21,26255.32,2025-02-18,2025-03-20,2025-03-29,Late,"$26,255.32",$0.00,,"Jackson, Miller and Robertson",95134332003,AU,Paints and Coatings,Supplier Company,30,Miss Patricia Gibson,jennifercruz@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
302,74,3584.65,2025-02-18,2025-02-25,2025-03-07,Late,"$3,584.65",$0.00,,Cisneros and Sons,97021355690,AU,Installation,Individual service contractors,7,Meghan Rush,scott19@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
303,10,8419.21,2025-02-18,2025-02-25,2025-02-28,Late,"$8,419.21",$0.00,,"Brown, Valdez and Lucas",6513338726,AU,Hydraulic Components,Parts Supplier Company,7,Joel Baxter,ramosmichelle@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
304,65,1382.14,2025-02-18,2025-03-20,2025-03-15,On Time,"$1,382.14",$0.00,,Jones Inc,88805929622,AU,Irrigation Systems,Supplier Company,30,Michael Weber,jenniferwilliams@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
305,61,18693.8,2025-02-18,2025-02-25,2025-02-19,On Time,"$18,693.80",$0.00,,"Cole, Glass and Cunningham",95527177449,AU,Welding,Individual service contractors,7,Jordan Collins,xjohnson@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
306,6,1025.16,2025-02-18,2025-03-20,2025-03-07,On Time,"$1,025.16",$0.00,,Rice-Maddox,1845146270,AU,Paints and Coatings,Supplier Company,30,Sherri Baker,williamrodriguez@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
307,32,6730.01,2025-02-19,2025-03-21,2025-02-25,On Time,"$6,730.01",$0.00,,"Carlson, Hooper and Wall",43524082400,AU,Paints and Coatings,Supplier Company,30,Melissa Martinez,agarcia@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
308,21,3475.71,2025-02-19,2025-03-21,2025-03-01,On Time,"$3,475.71",$0.00,,"Jackson, Miller and Robertson",95134332003,AU,Paints and Coatings,Supplier Company,30,Miss Patricia Gibson,jennifercruz@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
309,52,2106.48,2025-02-19,2025-03-21,2025-03-18,On Time,"$2,106.48",$0.00,,"Wheeler, Hayes and Walker",90847007661,AU,Irrigation Systems,Supplier Company,30,Theodore Jones Jr.,cameronhill@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
310,20,5605.14,2025-02-19,2025-03-21,2025-03-12,On Time,"$5,605.14",$0.00,,Terry-Spencer,36629946804,AU,Paints and Coatings,Supplier Company,30,Jeffrey Carpenter,steven73@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
311,48,4295.9,2025-02-19,2025-02-26,2025-02-25,On Time,"$4,295.90",$0.00,,"Curry, Baker and James",51370985931,AU,Electrical Setup,Individual service contractors,7,Julie Haynes,cwilson@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
312,74,1376.86,2025-02-19,2025-02-26,2025-02-21,On Time,"$1,376.86",$0.00,,Cisneros and Sons,97021355690,AU,Installation,Individual service contractors,7,Meghan Rush,scott19@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
313,81,4660.59,2025-02-19,2025-02-26,2025-02-27,Late,"$4,660.59",$0.00,,Li PLC,53278774701,AU,Electrical Setup,Individual service contractors,7,Kathy Levy,brandywilliams@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
314,53,6527.88,2025-02-19,2025-02-26,2025-03-06,Late,"$6,527.88",$0.00,,Vang-Schmidt,78961183673,AU,Hydraulic Components,Parts Supplier Company,7,Ronald Ross,edwardslarry@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
315,75,9988.67,2025-02-19,2025-03-21,2025-03-31,Late,"$9,988.67",$0.00,,"Ramirez, Horne and Johnson",27868144739,AU,Paints and Coatings,Supplier Company,30,Thomas Henry,taylorcharles@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
316,82,8705.41,2025-02-19,2025-03-21,2025-03-25,Late,"$8,705.41",$0.00,,"Chambers, Mitchell and Smith",16245650609,AU,Agricultural Tyres,Supplier Company,30,Heidi Roberts,wgordon@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
317,24,1546.41,2025-02-19,2025-02-26,2025-02-21,On Time,"$1,546.41",$0.00,,Russell-Daniels,60366909670,AU,Steel and Materials,Parts Supplier Company,7,Elizabeth Price,vmedina@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
318,16,3275.34,2025-02-19,2025-03-21,2025-03-25,Late,"$3,275.34",$0.00,,Landry Ltd,28059826204,AU,Irrigation Systems,Supplier Company,30,Timothy Stanton,nolanjason@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
319,16,9237.11,2025-02-19,2025-03-21,2025-02-20,On Time,"$9,237.11",$0.00,,Landry Ltd,28059826204,AU,Irrigation Systems,Supplier Company,30,Timothy Stanton,nolanjason@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
320,34,3327.95,2025-02-19,2025-02-26,2025-02-25,On Time,"$3,327.95",$0.00,,Kerr-Evans,96499091334,AU,Installation,Individual service contractors,7,Brooke Thompson,moorericky@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
321,71,5486.03,2025-02-19,2025-02-26,2025-02-27,Late,"$5,486.03",$0.00,,Li-Thompson,77221704303,AU,Installation,Individual service contractors,7,Emily Collins,ihays@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
322,67,7463.63,2025-02-19,2025-04-20,2025-03-16,On Time,"$7,463.63",$0.00,,"Castillo, Watson and Villa",81412478261,AU,Logistics and Freight,Freight Company,60,Courtney Hayes,sarah60@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
323,68,4597.38,2025-02-19,2025-03-21,2025-03-07,On Time,"$4,597.38",$0.00,,Brooks Inc,51522047277,AU,Agricultural Tyres,Supplier Company,30,Susan Smith,marydunn@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
324,20,2273.51,2025-02-20,2025-03-22,2025-03-18,On Time,"$2,273.51",$0.00,,Terry-Spencer,36629946804,AU,Paints and Coatings,Supplier Company,30,Jeffrey Carpenter,steven73@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
325,75,7533.91,2025-02-20,2025-03-22,2025-03-26,Late,"$7,533.91",$0.00,,"Ramirez, Horne and Johnson",27868144739,AU,Paints and Coatings,Supplier Company,30,Thomas Henry,taylorcharles@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
326,74,7002.81,2025-02-20,2025-02-27,2025-03-02,Late,"$7,002.81",$0.00,,Cisneros and Sons,97021355690,AU,Installation,Individual service contractors,7,Meghan Rush,scott19@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
327,53,1186.38,2025-02-20,2025-02-27,2025-03-06,Late,"$1,186.38",$0.00,,Vang-Schmidt,78961183673,AU,Hydraulic Components,Parts Supplier Company,7,Ronald Ross,edwardslarry@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
328,17,7527.06,2025-02-20,2025-02-27,2025-03-09,Late,"$7,527.06",$0.00,,"Henson, Russell and Oliver",23226025634,AU,Steel and Materials,Parts Supplier Company,7,Michael Reyes,garrisonjeffrey@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
329,56,3786.27,2025-02-20,2025-03-22,2025-03-09,On Time,"$3,786.27",$0.00,,"Farmer, Dorsey and Bell",22961201836,AU,Fabrication Services,Supplier Company,30,Glen Wood,kimberly99@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
330,11,1367.01,2025-02-20,2025-02-27,2025-03-05,Late,"$1,367.01",$0.00,,"Huff, Novak and House",32677360260,AU,Repair and Maintenance,Individual service contractors,7,Mrs. Rachel Gibson,uhorton@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
331,38,6684.69,2025-02-20,2025-02-27,2025-02-26,On Time,"$6,684.69",$0.00,,"Johnson, Miller and King",16808760385,AU,Steel and Materials,Parts Supplier Company,7,Kathleen Ramos,harrisandrea@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
332,46,4362.98,2025-02-20,2025-02-27,2025-03-02,Late,"$4,362.98",$0.00,,"Beltran, Lozano and Mcgee",43953394210,AU,Electrical Parts,Parts Supplier Company,7,Jeremiah Riley,christopherphillips@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
333,6,8097.93,2025-02-20,2025-03-22,2025-03-16,On Time,"$8,097.93",$0.00,,Rice-Maddox,1845146270,AU,Paints and Coatings,Supplier Company,30,Sherri Baker,williamrodriguez@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
334,44,2682.6,2025-02-20,2025-03-22,2025-03-05,On Time,"$2,682.60",$0.00,,Brooks-Thomas,86922219693,AU,Fabrication Services,Supplier Company,30,Mr. David Little MD,nolansteven@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
335,3,5228.49,2025-02-20,2025-02-27,2025-03-02,Late,"$5,228.49",$0.00,,Ray-Bush,3413164752,AU,Steel and Materials,Parts Supplier Company,7,Daniel Adams,lynchgeorge@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
336,53,8767.76,2025-02-20,2025-02-27,2025-03-09,Late,"$8,767.76",$0.00,,Vang-Schmidt,78961183673,AU,Hydraulic Components,Parts Supplier Company,7,Ronald Ross,edwardslarry@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
337,74,5773.19,2025-02-20,2025-02-27,2025-02-21,On Time,"$5,773.19",$0.00,,Cisneros and Sons,97021355690,AU,Installation,Individual service contractors,7,Meghan Rush,scott19@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
338,29,4315.35,2025-02-20,2025-02-27,2025-03-09,Late,"$4,315.35",$0.00,,"Boyd, Santos and Gilbert",87769453147,AU,Welding,Individual service contractors,7,John Bishop,frogers@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
339,67,9840.7,2025-02-20,2025-04-21,2025-04-04,On Time,"$9,840.70",$0.00,,"Castillo, Watson and Villa",81412478261,AU,Logistics and Freight,Freight Company,60,Courtney Hayes,sarah60@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
340,18,8485.78,2025-02-20,2025-02-27,2025-02-22,On Time,"$8,485.78",$0.00,,Walker Ltd,36541458685,AU,Steel and Materials,Parts Supplier Company,7,Ashley Waller,beverlyterrell@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
341,44,23736.55,2025-02-21,2025-03-23,2025-02-25,On Time,"$23,736.55",$0.00,,Brooks-Thomas,86922219693,AU,Fabrication Services,Supplier Company,30,Mr. David Little MD,nolansteven@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
342,38,9248.37,2025-02-21,2025-02-28,2025-02-28,On Time,"$9,248.37",$0.00,,"Johnson, Miller and King",16808760385,AU,Steel and Materials,Parts Supplier Company,7,Kathleen Ramos,harrisandrea@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
343,46,5735.91,2025-02-21,2025-02-28,2025-03-04,Late,"$5,735.91",$0.00,,"Beltran, Lozano and Mcgee",43953394210,AU,Electrical Parts,Parts Supplier Company,7,Jeremiah Riley,christopherphillips@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
344,16,2996.91,2025-02-21,2025-03-23,2025-03-03,On Time,"$2,996.91",$0.00,,Landry Ltd,28059826204,AU,Irrigation Systems,Supplier Company,30,Timothy Stanton,nolanjason@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
345,14,24226.11,2025-02-21,2025-02-28,2025-03-08,Late,"$24,226.11",$0.00,,Wagner and Sons,51354278498,AU,Hydraulic Components,Parts Supplier Company,7,Robert Evans,mcmillandennis@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
346,68,8907.37,2025-02-21,2025-03-23,2025-03-01,On Time,"$8,907.37",$0.00,,Brooks Inc,51522047277,AU,Agricultural Tyres,Supplier Company,30,Susan Smith,marydunn@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
347,70,29511.81,2025-02-21,2025-02-28,2025-03-01,Late,"$29,511.81",$0.00,,"Villegas, Jones and Fox",88806706540,AU,Repair and Maintenance,Individual service contractors,7,Austin Allen,ingramjill@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
348,76,23575.66,2025-02-21,2025-02-28,2025-03-09,Late,"$23,575.66",$0.00,,Cochran LLC,51884422583,AU,Welding,Individual service contractors,7,Curtis Taylor,jjohnson@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
349,28,6796.25,2025-02-21,2025-02-28,2025-03-01,Late,"$6,796.25",$0.00,,"Sanchez, Terry and Turner",91905865185,AU,Repair and Maintenance,Individual service contractors,7,Jason Henry,oyu@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
350,6,8693.32,2025-02-21,2025-03-23,2025-02-26,On Time,"$8,693.32",$0.00,,Rice-Maddox,1845146270,AU,Paints and Coatings,Supplier Company,30,Sherri Baker,williamrodriguez@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
351,11,6506.88,2025-02-21,2025-02-28,2025-03-10,Late,"$6,506.88",$0.00,,"Huff, Novak and House",32677360260,AU,Repair and Maintenance,Individual service contractors,7,Mrs. Rachel Gibson,uhorton@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
352,64,3946.97,2025-02-21,2025-02-28,2025-03-06,Late,"$3,946.97",$0.00,,Collins-Douglas,62914865281,AU,Hydraulic Components,Parts Supplier Company,7,Jessica Cox,kyle35@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
353,13,5506.15,2025-02-21,2025-04-22,2025-04-15,On Time,"$5,506.15",$0.00,,"Sanchez, Wheeler and Harvey",69985435346,AU,Logistics and Freight,Freight Company,60,Matthew Bryant,smithchristine@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
354,71,5720.27,2025-02-21,2025-02-28,2025-02-22,On Time,"$5,720.27",$0.00,,Li-Thompson,77221704303,AU,Installation,Individual service contractors,7,Emily Collins,ihays@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
355,2,2878.33,2025-02-21,2025-02-28,2025-02-22,On Time,"$2,878.33",$0.00,,Wolfe LLC,42351161559,AU,Hydraulic Components,Parts Supplier Company,7,Andrew Stevens,dudleynicholas@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
356,4,4011.3,2025-02-21,2025-02-28,2025-03-07,Late,"$4,011.30",$0.00,,Mayo-Bowman,83503056413,AU,Welding,Individual service contractors,7,Latoya Robbins,dianafoster@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
357,15,8538.37,2025-02-21,2025-02-28,2025-03-10,Late,"$8,538.37",$0.00,,Nelson PLC,35348740164,AU,Installation,Individual service contractors,7,Gavin Anderson,evan78@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
358,2,4395.62,2025-02-22,2025-03-01,2025-03-10,Late,"$4,395.62",$0.00,,Wolfe LLC,42351161559,AU,Hydraulic Components,Parts Supplier Company,7,Andrew Stevens,dudleynicholas@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
359,82,3374.98,2025-02-22,2025-03-24,2025-03-13,On Time,"$3,374.98",$0.00,,"Chambers, Mitchell and Smith",16245650609,AU,Agricultural Tyres,Supplier Company,30,Heidi Roberts,wgordon@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
360,77,7523.0,2025-02-22,2025-03-01,2025-03-08,Late,"$7,523.00",$0.00,,"Anderson, Henson and Jones",67866912517,AU,Hydraulic Components,Parts Supplier Company,7,Joseph Anderson,katrinaanderson@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
361,1,7121.09,2025-02-22,2025-03-01,2025-03-07,Late,"$7,121.09",$0.00,,"Rodriguez, Figueroa and Sanchez",21819600133,AU,Repair and Maintenance,Individual service contractors,7,Alyssa Gonzalez,lrobinson@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
362,48,4112.13,2025-02-22,2025-03-01,2025-02-24,On Time,"$4,112.13",$0.00,,"Curry, Baker and James",51370985931,AU,Electrical Setup,Individual service contractors,7,Julie Haynes,cwilson@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
363,10,1638.21,2025-02-22,2025-03-01,2025-02-26,On Time,"$1,638.21",$0.00,,"Brown, Valdez and Lucas",6513338726,AU,Hydraulic Components,Parts Supplier Company,7,Joel Baxter,ramosmichelle@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
364,68,6175.25,2025-02-22,2025-03-24,2025-03-01,On Time,"$6,175.25",$0.00,,Brooks Inc,51522047277,AU,Agricultural Tyres,Supplier Company,30,Susan Smith,marydunn@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
365,70,3082.15,2025-02-22,2025-03-01,2025-03-11,Late,"$3,082.15",$0.00,,"Villegas, Jones and Fox",88806706540,AU,Repair and Maintenance,Individual service contractors,7,Austin Allen,ingramjill@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
366,62,1237.39,2025-02-22,2025-03-24,2025-03-03,On Time,"$1,237.39",$0.00,,Gilbert PLC,67980793597,AU,Safety Equipment,Supplier Company,30,Tina Hayes,toni18@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
367,53,8334.52,2025-02-22,2025-03-01,2025-02-28,On Time,"$8,334.52",$0.00,,Vang-Schmidt,78961183673,AU,Hydraulic Components,Parts Supplier Company,7,Ronald Ross,edwardslarry@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
368,28,5552.67,2025-02-22,2025-03-01,2025-02-25,On Time,"$5,552.67",$0.00,,"Sanchez, Terry and Turner",91905865185,AU,Repair and Maintenance,Individual service contractors,7,Jason Henry,oyu@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
369,31,4016.72,2025-02-22,2025-03-24,2025-03-21,On Time,"$4,016.72",$0.00,,Kennedy-Schmidt,68557444313,AU,Irrigation Systems,Supplier Company,30,Patrick Tapia,jamesrodgers@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
370,10,28675.56,2025-02-22,2025-03-01,2025-03-04,Late,"$28,675.56",$0.00,,"Brown, Valdez and Lucas",6513338726,AU,Hydraulic Components,Parts Supplier Company,7,Joel Baxter,ramosmichelle@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
371,17,4665.23,2025-02-22,2025-03-01,2025-02-24,On Time,"$4,665.23",$0.00,,"Henson, Russell and Oliver",23226025634,AU,Steel and Materials,Parts Supplier Company,7,Michael Reyes,garrisonjeffrey@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
372,47,8002.17,2025-02-22,2025-03-24,2025-03-16,On Time,"$8,002.17",$0.00,,"Walter, Diaz and Shaw",42474517123,AU,Paints and Coatings,Supplier Company,30,Misty Whitney,christopher60@example.com,1,0,0,1,Paid_OnTime,0,1,0,0,0,0,0,0,0
373,31,4559.47,2025-02-22,2025-03-24,2025-03-22,On Time,"$4,559.47",$0.00,,Kennedy-Schmidt,68557444313,AU,Irrigation Systems,Supplier Company,30,Patrick Tapia,jamesrodgers@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
374,6,1863.87,2025-02-22,2025-03-24,2025-03-03,On Time,"$1,863.87",$0.00,,Rice-Maddox,1845146270,AU,Paints and Coatings,Supplier Company,30,Sherri Baker,williamrodriguez@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
375,55,1161.72,2025-02-23,2025-03-02,2025-02-25,On Time,"$1,161.72",$0.00,,Garcia-Romero,27315851493,AU,Field Technicians,Individual service contractors,7,Sarah Villegas,lynchdiane@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
376,25,1498.49,2025-02-23,2025-04-24,2025-03-22,On Time,"$1,498.49",$0.00,,Robinson-Graham,6562729806,AU,Logistics and Freight,Freight Company,60,Mary Miller,dtaylor@example.org,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
377,21,8960.86,2025-02-23,2025-03-25,2025-03-01,On Time,"$8,960.86",$0.00,,"Jackson, Miller and Robertson",95134332003,AU,Paints and Coatings,Supplier Company,30,Miss Patricia Gibson,jennifercruz@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
378,4,7164.17,2025-02-23,2025-03-02,2025-02-26,On Time,"$7,164.17",$0.00,,Mayo-Bowman,83503056413,AU,Welding,Individual service contractors,7,Latoya Robbins,dianafoster@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
379,42,2915.68,2025-02-23,2025-03-02,2025-03-01,On Time,"$2,915.68",$0.00,,Martinez PLC,51718702621,AU,Welding,Individual service contractors,7,Wayne Morgan,vsantos@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
380,28,4064.8,2025-02-23,2025-03-02,2025-02-25,On Time,"$4,064.80",$0.00,,"Sanchez, Terry and Turner",91905865185,AU,Repair and Maintenance,Individual service contractors,7,Jason Henry,oyu@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
381,56,2650.64,2025-02-23,2025-03-25,2025-04-01,Late,"$2,650.64",$0.00,,"Farmer, Dorsey and Bell",22961201836,AU,Fabrication Services,Supplier Company,30,Glen Wood,kimberly99@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
382,14,8626.89,2025-02-23,2025-03-02,2025-03-09,Late,"$8,626.89",$0.00,,Wagner and Sons,51354278498,AU,Hydraulic Components,Parts Supplier Company,7,Robert Evans,mcmillandennis@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
383,72,2283.36,2025-02-23,2025-03-02,2025-03-02,On Time,"$2,283.36",$0.00,,Mitchell Inc,54156676527,AU,Field Technicians,Individual service contractors,7,Holly Salinas,laurie61@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
384,68,3613.61,2025-02-23,2025-03-25,2025-02-26,On Time,"$3,613.61",$0.00,,Brooks Inc,51522047277,AU,Agricultural Tyres,Supplier Company,30,Susan Smith,marydunn@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
385,15,9067.24,2025-02-23,2025-03-02,2025-02-24,On Time,"$9,067.24",$0.00,,Nelson PLC,35348740164,AU,Installation,Individual service contractors,7,Gavin Anderson,evan78@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
386,68,8022.19,2025-02-23,2025-03-25,2025-03-17,On Time,"$8,022.19",$0.00,,Brooks Inc,51522047277,AU,Agricultural Tyres,Supplier Company,30,Susan Smith,marydunn@example.net,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
387,39,8765.5,2025-02-23,2025-03-02,2025-03-12,Late,"$8,765.50",$0.00,,Johnson Ltd,93248086131,AU,Electrical Setup,Individual service contractors,7,Bruce Collier,scantu@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
388,18,2907.65,2025-02-23,2025-03-02,2025-03-07,Late,"$2,907.65",$0.00,,Walker Ltd,36541458685,AU,Steel and Materials,Parts Supplier Company,7,Ashley Waller,beverlyterrell@example.org,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
389,79,1480.6,2025-02-23,2025-03-02,2025-03-07,Late,"$1,480.60",$0.00,,"Winters, Morgan and Bradshaw",109439690,AU,Repair and Maintenance,Individual service contractors,7,Mr. Dylan Frye MD,eevans@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
390,58,1162.49,2025-02-23,2025-03-25,2025-02-27,On Time,"$1,162.49",$0.00,,Saunders LLC,45107622683,AU,Agricultural Tyres,Supplier Company,30,Sandra Drake,sandersjudy@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
391,65,6080.16,2025-02-23,2025-03-25,2025-02-28,On Time,"$6,080.16",$0.00,,Jones Inc,88805929622,AU,Irrigation Systems,Supplier Company,30,Michael Weber,jenniferwilliams@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
392,38,2636.0,2025-02-24,2025-03-03,2025-02-25,On Time,"$2,636.00",$0.00,,"Johnson, Miller and King",16808760385,AU,Steel and Materials,Parts Supplier Company,7,Kathleen Ramos,harrisandrea@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
393,58,6246.09,2025-02-24,2025-03-26,2025-03-07,On Time,"$6,246.09",$0.00,,Saunders LLC,45107622683,AU,Agricultural Tyres,Supplier Company,30,Sandra Drake,sandersjudy@example.com,0,0,0,0,Paid_OnTime,0,1,0,0,0,0,0,0,0
394,52,7355.45,2025-02-24,2025-03-26,2025-04-05,Late,"$7,355.45",$0.00,,"Wheeler, Hayes and Walker",90847007661,AU,Irrigation Systems,Supplier Company,30,Theodore Jones Jr.,cameronhill@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
395,81,6620.36,2025-02-24,2025-03-03,2025-03-09,Late,"$6,620.36",$0.00,,Li PLC,53278774701,AU,Electrical Setup,Individual service contractors,7,Kathy Levy,brandywilliams@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
396,85,5974.29,2025-02-24,2025-03-26,2025-04-04,Late,"$5,974.29",$0.00,,"Lane, Griffith and Silva",28962309130,AU,Paints and Coatings,Supplier Company,30,Jason Gutierrez,roberthampton@example.com,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
397,77,7083.18,2025-02-24,2025-03-03,2025-03-11,Late,"$7,083.18",$0.00,,"Anderson, Henson and Jones",67866912517,AU,Hydraulic Components,Parts Supplier Company,7,Joseph Anderson,katrinaanderson@example.net,0,0,0,0,Paid_Late,1,0,0,0,0,0,0,0,0
